2,620,265.85,22.448,54.752,21.626
2,379.5,182,41,100,21.275
2,585.48,246.95,26.476,64.575,20.92
2,415,152.67,31.573,77.006,20.416
2,603.5,46,41,100,20.189
2,563.5,158,41,100,20.001
2,455,300,82,200,19.13
2,70.316,368.84,34.526,84.211,18.441
2,409.75,207,20.5,50,18.31
2,615.62,160.82,22.448,54.752,16.148
2,417.75,259,20.5,50,15.219
2,121.75,115,20.5,50,15.124
2,420.63,186.95,34.526,84.211,15.113
2,482.69,158.84,31.573,77.006,15.005
2,322.69,331.57,31.573,77.006,14.44
2,365.75,179,20.5,50,14.083
2,119.62,350.07,31.573,77.006,13.397
2,264.93,121.44,22.448,54.752,12.822
2,2.6923,195.86,31.573,77.006,11.99
2,613.63,202.67,24.296,59.259,11.496
2,190.41,125.81,22.448,54.752,10.32
2,285.75,163,20.5,50,9.8075
2,329.19,240.59,24.296,59.259,7.4696
2,585.19,8.2963,24.296,59.259,6.0066
2,304.83,129.83,37.607,91.723,5.5536
2,145.75,103,20.5,50,5.2934
3,559.09,201.14,74.737,182.28,64.509
3,233.75,183,20.5,50,45.422
3,433.46,226.7,31.573,77.006,44.634
3,537.02,185.26,69.464,169.42,43.891
3,305.75,183,20.5,50,43.055
3,573.64,157.26,74.737,182.28,41.827
3,609.26,355.37,34.526,84.211,41.482
3,535.29,52.148,96.791,236.08,41.469
3,267.5,166,41,100,38.634
3,384.23,177.35,31.573,77.006,38.358
3,508.2,175.02,53.672,130.91,37.241
3,225.48,191.45,22.448,54.752,36.083
3,525.16,261.12,105.42,257.13,35.868
3,441.75,95,20.5,50,35.091
3,457.75,171,20.5,50,34.403
3,485.63,103.11,24.296,59.259,32.144
3,427.5,158,41,100,31.564
3,97.75,95,20.5,50,30.721
3,461.75,199,20.5,50,30.124
3,275.5,118,41,100,29.333
3,401.05,184.26,28.8,70.245,29.059
3,305.75,163,20.5,50,28.586
3,229.63,207.41,24.296,59.259,28.239
3,315.14,162.71,44.392,108.27,27.878
3,445.77,220.53,31.573,77.006,26.981
3,621.75,319,20.5,50,25.011
3,412.28,82.989,28.8,70.245,24.741
3,419.5,182,41,100,23.718
3,124.21,139.79,34.526,84.211,23.222
3,621.75,111,20.5,50,22.994
3,481.79,187.26,48.791,119,22.66
3,185.75,63,20.5,50,21.54
3,259.5,126,41,100,21.273
3,400.82,108.31,22.448,54.752,21.074
3,371.92,177.35,31.573,77.006,20.977
3,67.5,86,41,100,20.57
3,-10,66.207,90.827,221.53,20.505
3,419.5,134,41,100,18.57
3,414.47,346.95,69.464,169.42,18.311
3,245.75,119,20.5,50,18.097
3,139.5,174,41,100,15.932
3,232.63,60.484,28.8,70.245,15.851
3,217.75,291,20.5,50,15.589
3,357.75,179,20.5,50,14.418
3,434.11,5.0526,34.526,84.211,14.075
3,390.38,158.84,31.573,77.006,13.599
3,507.31,84.819,31.573,77.006,13.571
3,165,156.44,58.454,142.57,12.901
3,373.47,139.79,34.526,84.211,12.854
3,106.37,84.148,24.296,59.259,12.65
3,417.89,66.11,28.8,70.245,11.836
3,332.43,223.46,44.392,108.27,11.719
3,441.18,279.7,96.791,236.08,10.863
3,425.48,91.798,26.476,64.575,10.711
3,405.75,223,20.5,50,9.9726
3,243.85,212.15,24.296,59.259,8.6443
3,241.75,43,20.5,50,6.3514
3,461.93,221.63,24.296,59.259,5.6767
3,145.75,363,20.5,50,3.9551
4,518.69,237.71,53.672,130.91,50.239
4,582.75,209.17,64.172,156.52,48.208
4,281.75,195,20.5,50,45.207
4,418.36,230.84,22.448,54.752,43.341
4,217.75,203,20.5,50,42.303
4,484.11,296.48,22.448,54.752,41.093
4,528.42,173.47,34.526,84.211,38.266
4,393.68,180.21,34.526,84.211,37.27
4,491.34,225.19,48.791,119,36.971
4,550.64,198.74,69.464,169.42,35.862
4,348.15,188.44,24.296,59.259,35.631
4,291.23,191.45,22.448,54.752,32.935
4,461.05,180.21,34.526,84.211,32.772
4,508.21,173.47,34.526,84.211,32.759
4,615.62,353.37,22.448,54.752,32.579
4,301.61,184.89,26.476,64.575,32.36
4,602.53,119.58,34.526,84.211,32.031
4,209.75,187,20.5,50,31.582
4,434.74,223.65,28.8,70.245,31.382
4,337.74,195.23,26.476,64.575,30.479
4,317.1,184.89,26.476,64.575,30.177
4,359.29,224.71,58.454,142.57,29.76
4,447.58,207.16,34.526,84.211,29.18
4,265.68,220.63,34.526,84.211,29.115
4,507.5,286,41,100,28.097
4,470.81,32.542,44.392,108.27,27.415
4,529.18,206.37,53.672,130.91,27.133
4,409.59,230.84,22.448,54.752,26.076
4,234.25,187.08,22.448,54.752,25.532
4,40,117.33,24.296,59.259,25.146
4,203.55,226.26,26.476,64.575,24.873
4,353.75,215,20.5,50,24.123
4,417.75,211,20.5,50,23.904
4,358.39,184.89,26.476,64.575,23.575
4,236.54,263.71,31.573,77.006,22.569
4,49.75,139,20.5,50,22.239
4,213.75,215,20.5,50,21.796
4,441.75,107,20.5,50,21.597
4,600.54,154.03,44.392,108.27,21.439
4,-4.1379,71.314,37.607,91.723,21.316
4,414.52,178.96,24.296,59.259,21.214
4,495,294.55,31.573,77.006,20.684
4,380.65,261.12,105.42,257.13,20.489
4,587.5,174,41,100,19.788
4,265.75,195,20.5,50,19.488
4,390.38,103.33,31.573,77.006,18.046
4,260.7,150.51,28.8,70.245,17.691
4,123.5,150,41,100,16.62
4,470.96,112.68,22.448,54.752,16.52
4,359.62,121.83,31.573,77.006,16.073
4,2.9474,119.58,34.526,84.211,16.051
4,479.46,197.42,44.392,108.27,15.617
4,305.48,145.78,24.296,59.259,15.533
4,497.74,24.566,26.476,64.575,14.717
4,436.22,23.864,44.392,108.27,14.356
4,161.75,87,20.5,50,13.291
4,142.19,235.21,22.448,54.752,12.198
4,482.69,405.59,31.573,77.006,12.174
4,279.16,213.89,34.526,84.211,11.861
4,279.16,139.79,34.526,84.211,11.6
4,371.92,109.49,31.573,77.006,10.466
4,11.5,254,41,100,8.8881
4,549.75,119,20.5,50,8.5816
4,509.75,139,20.5,50,7.7829
4,114.74,144.88,28.8,70.245,6.26
4,73.75,123,20.5,50,6.1803
5,502.9,169.37,26.476,64.575,50.635
5,545.75,67,20.5,50,49.191
5,468.42,201.14,28.8,70.245,48.154
5,427.37,153.26,34.526,84.211,47.348
5,371.85,188.44,24.296,59.259,46.605
5,485.26,161.76,28.8,70.245,46.41
5,173.75,179,20.5,50,46.193
5,537.75,175,20.5,50,45.274
5,279,108,82,200,44.528
5,537.75,195,20.5,50,44.086
5,381.33,169.48,24.296,59.259,43.37
5,595.79,166.74,34.526,84.211,43.194
5,513.46,171.18,31.573,77.006,43.048
5,181.75,183,20.5,50,39.57
5,390.38,78.651,31.573,77.006,39.376
5,470.38,165.01,31.573,77.006,36.607
5,558.89,207.45,90.827,221.53,36.134
5,415,152.67,31.573,77.006,36.106
5,479.65,251.78,28.8,70.245,35.183
5,259.5,190,41,100,33.97
5,617.75,51,20.5,50,33.889
5,490.88,246.15,28.8,70.245,33.827
5,557.65,21.854,64.172,156.52,33.64
5,18.039,71.805,64.172,156.52,32.952
5,469.75,239,20.5,50,32.593
5,-3.4615,72.482,31.573,77.006,32.513
5,458.08,183.52,31.573,77.006,32.327
5,535.29,260.74,96.791,236.08,31.556
5,401.75,255,20.5,50,31.546
5,566.22,174.22,24.296,59.259,31.308
5,254.59,145.36,44.392,108.27,31.229
5,389.75,43,20.5,50,30.436
5,615.62,68.923,22.448,54.752,30.308
5,358.39,159.03,26.476,64.575,30.13
5,333.68,49.231,28.8,70.245,29.797
5,505.75,79,20.5,50,29.582
5,238.25,144.88,28.8,70.245,29.529
5,445.77,140.34,31.573,77.006,29.092
5,547.26,169.48,24.296,59.259,28.999
5,435.5,166,41,100,28.925
5,602.53,92.632,34.526,84.211,28.776
5,175,35.47,31.573,77.006,28.631
5,142.99,217.6,37.607,91.723,28.493
5,486.36,303.54,74.737,182.28,28.321
5,81.75,243,20.5,50,28.139
5,438.22,36.741,24.296,59.259,27.92
5,395.5,118,41,100,27.53
5,4.5902,227.27,53.672,130.91,27.026
5,80.822,55.795,22.448,54.752,26.228
5,131.92,232.87,31.573,77.006,26.128
5,2.9474,92.632,34.526,84.211,25.923
5,72.055,82.051,22.448,54.752,25.813
5,575,177.35,31.573,77.006,25.784
5,324.44,60.444,24.296,59.259,25.671
5,461.05,139.79,34.526,84.211,25.09
5,521.75,83,20.5,50,25.021
5,293.75,67,20.5,50,24.934
5,361.75,83,20.5,50,24.539
5,621.75,147,20.5,50,24.435
5,93.333,109.27,64.172,156.52,24.048
5,475.5,94,41,100,23.855
5,501.47,126.32,34.526,84.211,23.657
5,413.75,247,20.5,50,23.648
5,181.15,239.04,31.573,77.006,23.606
5,120.97,226.26,26.476,64.575,23.293
5,441.75,239,20.5,50,23.247
5,181.75,331,20.5,50,23.197
5,-3.7895,32,34.526,84.211,23.164
5,362.37,188.44,24.296,59.259,23.085
5,371.85,41.481,24.296,59.259,22.735
5,379.03,257.29,26.476,64.575,21.93
5,153.75,35,20.5,50,21.705
5,221.4,139.25,28.8,70.245,20.765
5,545.75,91,20.5,50,20.264
5,492.58,190.06,26.476,64.575,20.145
5,488.49,25.162,22.448,54.752,19.739
5,187.31,146.51,31.573,77.006,19.559
5,107.5,406,41,100,18.872
5,476.54,183.52,31.573,77.006,18.748
5,199.62,251.37,31.573,77.006,18.55
5,417.75,263,20.5,50,18.461
5,501.75,67,20.5,50,18.214
5,606.44,173.71,37.607,91.723,18.211
5,447.58,58.947,34.526,84.211,18.175
5,371.92,84.819,31.573,77.006,17.35
5,459.5,38,41,100,17.231
5,251.5,94,41,100,17.181
5,207.95,29.538,22.448,54.752,17.025
5,218.53,240.84,34.526,84.211,16.267
5,241.75,67,20.5,50,16.217
5,198.32,213.89,34.526,84.211,16.179
5,162.69,294.55,31.573,77.006,15.979
5,441.75,119,20.5,50,15.881
5,248.59,22.519,24.296,59.259,14.606
5,105.75,39,20.5,50,12.97
5,-3.4615,4.6265,31.573,77.006,12.896
5,-3.7895,207.16,34.526,84.211,12.828
5,406.67,21.099,28.8,70.245,12.486
5,213.75,159,20.5,50,12.252
5,177.26,156.44,22.448,54.752,11.908
5,215.79,173.01,28.8,70.245,11.528
5,90.526,72.421,34.526,84.211,11.03
5,97.75,439,20.5,50,10.83
5,151.16,261.05,34.526,84.211,10.747
5,436.22,336.27,44.392,108.27,10.715
5,527.95,248.34,22.448,54.752,9.3137
5,107.57,67.254,44.392,108.27,8.8624
5,374.52,239.59,22.448,54.752,8.7512
5,424,126.81,24.296,59.259,5.8483
5,133.75,47,20.5,50,4.6686
6,129.04,187.08,22.448,54.752,71.743
6,611.29,169.37,26.476,64.575,55.244
6,562.69,177.35,31.573,77.006,54.311
6,434.11,180.21,34.526,84.211,52.003
6,575,171.18,31.573,77.006,50.821
6,310.22,178.96,24.296,59.259,50.208
6,595.5,262,41,100,48.956
6,346.53,173.47,34.526,84.211,48.753
6,595.81,195.23,26.476,64.575,48.75
6,539.5,182,41,100,46.886
6,514.05,162.71,44.392,108.27,45.903
6,297.75,187,20.5,50,45.886
6,589.05,11.789,34.526,84.211,45.802
6,326.9,173.71,37.607,91.723,45.684
6,395.44,161.76,28.8,70.245,42.261
6,559.09,332.8,74.737,182.28,41.901
6,120.27,178.32,22.448,54.752,40.505
6,69.355,65.939,26.476,64.575,39.507
6,379.03,184.89,26.476,64.575,39.313
6,609.26,294.74,34.526,84.211,39.284
6,565.75,27,20.5,50,38.829
6,466.58,178.32,22.448,54.752,38.37
6,544.19,19.394,26.476,64.575,37.981
6,134.81,174.22,24.296,59.259,37.735
6,497.26,77.675,22.448,54.752,37.69
6,445.77,171.18,31.573,77.006,37.441
6,455,284,82,200,36.333
6,571.78,86.427,22.448,54.752,36.131
6,250,169.37,26.476,64.575,35.664
6,586.32,156.13,28.8,70.245,35.634
6,519,300,82,200,35.564
6,537.78,50.963,24.296,59.259,35.458
6,-5.9016,60.082,53.672,130.91,34.488
6,161.75,255,20.5,50,34.094
6,613.63,202.67,24.296,59.259,33.62
6,459.5,94,41,100,33.505
6,419.26,202.67,24.296,59.259,33.271
6,5.4902,259.12,64.172,156.52,32.994
6,393.68,193.68,34.526,84.211,32.461
6,482.55,346.95,69.464,169.42,32.328
6,531.5,158,41,100,32.228
6,575.7,32,24.296,59.259,32.028
6,367.11,188.44,24.296,59.259,31.887
6,167,316,82,200,31.465
6,21.081,84.61,44.392,108.27,31.274
6,330.68,38.291,22.448,54.752,31.189
6,621.75,459,20.5,50,30.11
6,605.77,134.17,31.573,77.006,30.045
6,531.5,254,41,100,29.673
6,602.53,18.526,34.526,84.211,29.55
6,613.63,-1.1852,24.296,59.259,29.453
6,233.75,247,20.5,50,28.997
6,505.41,136.68,44.392,108.27,28.812
6,341.75,43,20.5,50,28.3
6,602.53,72.421,34.526,84.211,28.088
6,587.5,294,41,100,28.075
6,129.75,211,20.5,50,28.029
6,82.667,65.185,24.296,59.259,27.758
6,469.75,211,20.5,50,27.573
6,281.75,39,20.5,50,27.527
6,547.59,151.77,37.607,91.723,27.385
6,413.97,187.08,22.448,54.752,27.048
6,513.75,31,20.5,50,26.98
6,428.74,103.11,24.296,59.259,26.541
6,88.846,158.84,31.573,77.006,26.528
6,433.46,306.89,31.573,77.006,26.498
6,621.75,355,20.5,50,26.233
6,581.15,269.88,31.573,77.006,25.89
6,352.89,79.407,24.296,59.259,25.877
6,107.57,67.254,44.392,108.27,25.715
6,187.31,239.04,31.573,77.006,25.538
6,295.62,204.58,22.448,54.752,25.302
6,582.32,207.16,34.526,84.211,25.235
6,300.74,122.07,24.296,59.259,24.939
6,554.52,34.909,26.476,64.575,24.684
6,475.34,195.83,22.448,54.752,24.348
6,11.5,134,41,100,24.049
6,217.75,159,20.5,50,23.808
6,225.26,153.26,34.526,84.211,23.806
6,306.11,133.05,34.526,84.211,23.756
6,298.08,276.05,31.573,77.006,23.691
6,420.32,40.081,26.476,64.575,23.658
6,114.44,295.72,90.827,221.53,23.42
6,304.38,200.21,22.448,54.752,22.934
6,617.75,231,20.5,50,22.617
6,389.82,71.736,28.8,70.245,22.545
6,568.85,269.88,31.573,77.006,22.433
6,567.4,42.667,22.448,54.752,22.421
6,237.75,135,20.5,50,22.027
6,262.81,107.85,24.296,59.259,21.899
6,154.04,128,28.8,70.245,21.218
6,488.85,177.35,31.573,77.006,21.191
6,129.75,167,20.5,50,21.015
6,157.75,35,20.5,50,20.849
6,522.7,188.75,44.392,108.27,20.763
6,155.5,158,41,100,20.626
6,260.69,268.8,37.607,91.723,20.576
6,278.08,147.69,22.448,54.752,20.533
6,321.92,20.786,22.448,54.752,20.531
6,36.632,58.947,34.526,84.211,20.441
6,527.95,29.538,22.448,54.752,20.262
6,-3.1579,234.9,28.8,70.245,19.764
6,589.05,240.84,34.526,84.211,19.588
6,547.5,246,41,100,19.245
6,259.5,174,41,100,19.234
6,65.75,147,20.5,50,18.905
6,224.89,122.07,24.296,59.259,18.901
6,451.58,133.63,28.8,70.245,18.875
6,497.26,29.538,22.448,54.752,18.85
6,323.78,119.32,44.392,108.27,18.847
6,529.55,101.93,48.791,119,18.706
6,250,122.83,26.476,64.575,18.699
6,17.75,23,20.5,50,18.096
6,77.926,93.63,24.296,59.259,17.934
6,153.78,55.704,24.296,59.259,17.587
6,43.368,126.32,34.526,84.211,17.16
6,361.75,47,20.5,50,16.561
6,53.793,239.3,113.54,276.94,16.165
6,465.75,55,20.5,50,16.018
6,482.26,200.4,26.476,64.575,15.827
6,482.26,133.17,26.476,64.575,15.791
6,298.08,16.964,31.573,77.006,15.439
6,587.31,90.988,31.573,77.006,15.28
6,270.65,122.83,26.476,64.575,15.077
6,15.068,239.59,22.448,54.752,15.01
6,133.75,15,20.5,50,14.073
6,396.54,84.819,31.573,77.006,14.013
6,285.75,139,20.5,50,13.759
6,138.08,195.86,31.573,77.006,13.679
6,151.16,85.895,34.526,84.211,13.091
6,30.588,246.63,64.172,156.52,12.809
6,157.75,267,20.5,50,12.418
6,75.5,190,41,100,11.684
6,423.51,128,28.8,70.245,11.04
6,373.75,51,20.5,50,9.7009
6,565.75,3,20.5,50,8.8749
6,97.263,180.21,34.526,84.211,8.8024
6,177.75,247,20.5,50,8.3491
6,189.75,143,20.5,50,8.3211
6,185.75,99,20.5,50,7.5207
6,248.59,27.259,24.296,59.259,6.5313
6,97.75,51,20.5,50,6.3145
6,248.59,65.185,24.296,59.259,5.435
6,305.75,67,20.5,50,2.8154
7,120.59,207.41,24.296,59.259,59.652
7,371.92,183.52,31.573,77.006,59.042
7,476.54,177.35,31.573,77.006,57.844
7,599.08,166.4,37.607,91.723,51.183
7,466.77,200.4,26.476,64.575,50.968
7,359.62,183.52,31.573,77.006,50.313
7,427.31,195.86,31.573,77.006,50.112
7,503,108,82,200,47.745
7,407.16,207.16,34.526,84.211,47.681
7,481.79,196.74,48.791,119,47.462
7,348.97,202.97,37.607,91.723,43.111
7,63.704,368.59,24.296,59.259,42.903
7,-7.0588,59.317,64.172,156.52,42.171
7,49.481,79.407,24.296,59.259,41.472
7,413.89,180.21,34.526,84.211,41.299
7,378.08,165.01,31.573,77.006,41.22
7,395.5,150,41,100,41.14
7,379.5,198,41,100,40.381
7,321.75,187,20.5,50,40.105
7,461.61,179.72,26.476,64.575,38.956
7,606.44,195.66,37.607,91.723,38.931
7,177.65,260.74,96.791,236.08,38.69
7,273.75,207,20.5,50,38.493
7,255.09,173.01,28.8,70.245,37.394
7,93.973,427.76,22.448,54.752,36.318
7,-5.3731,329.48,48.791,119,36.249
7,347.31,171.18,31.573,77.006,35.746
7,334.25,422.4,37.607,91.723,35.52
7,113.75,183,20.5,50,35.414
7,45.769,103.33,31.573,77.006,35.188
7,281.75,191,20.5,50,34.419
7,391,316,82,200,33.805
7,373.47,267.79,34.526,84.211,33.766
7,43.548,164.2,26.476,64.575,33.719
7,402.69,84.819,31.573,77.006,33.196
7,197.75,219,20.5,50,33.088
7,205.93,155.26,24.296,59.259,32.633
7,445.96,195.52,28.8,70.245,32.293
7,87.407,411.26,24.296,59.259,32.29
7,291.92,165.01,31.573,77.006,32.074
7,67.5,118,41,100,31.843
7,243.86,139.25,28.8,70.245,31.465
7,121.75,187,20.5,50,30.902
7,611.92,152.67,31.573,77.006,30.838
7,72.973,318.92,44.392,108.27,30.813
7,310.22,202.67,24.296,59.259,30.428
7,11.5,158,41,100,30.356
7,333.05,193.68,34.526,84.211,30.178
7,83.5,86,41,100,30.059
7,137.81,375.25,22.448,54.752,29.551
7,63.579,429.47,34.526,84.211,29.474
7,471.94,215.92,26.476,64.575,29.121
7,113.56,34.743,37.607,91.723,28.836
7,562.69,436.43,31.573,77.006,28.325
7,58.904,165.2,22.448,54.752,28.033
7,581.15,146.51,31.573,77.006,27.971
7,157.7,144.46,37.607,91.723,27.566
7,613.75,335,20.5,50,27.523
7,45.769,356.24,31.573,77.006,26.99
7,396.54,60.145,31.573,77.006,26.945
7,155.5,302,41,100,26.505
7,185.75,47,20.5,50,26.479
7,350.53,60.484,28.8,70.245,26.462
7,531.5,406,41,100,26.352
7,39.615,128,31.573,77.006,26.108
7,617.75,95,20.5,50,26.053
7,205.77,202.02,31.573,77.006,25.932
7,621.75,75,20.5,50,25.789
7,523.56,60.171,22.448,54.752,24.967
7,298.36,384,53.672,130.91,24.796
7,198.32,79.158,34.526,84.211,24.691
7,115.89,99.556,22.448,54.752,24.48
7,586.87,395.85,48.791,119,24.134
7,325.75,131,20.5,50,23.933
7,239.68,169.37,26.476,64.575,23.805
7,471.94,76.283,26.476,64.575,23.416
7,260.32,205.58,26.476,64.575,22.974
7,286.85,204.58,22.448,54.752,22.809
7,113.75,339,20.5,50,22.734
7,562.3,71.314,37.607,91.723,21.968
7,471.41,50.963,24.296,59.259,20.988
7,321.75,211,20.5,50,20.967
7,451.5,398,41,100,20.707
7,273.75,87,20.5,50,20.465
7,177.26,82.051,22.448,54.752,20.341
7,427.37,160,34.526,84.211,20.243
7,157.75,371,20.5,50,20.209
7,339.5,230,41,100,20.039
7,577.75,199,20.5,50,19.585
7,99.5,358,41,100,18.98
7,49.75,239,20.5,50,18.695
7,144.42,429.47,34.526,84.211,18.579
7,265.75,155,20.5,50,18.518
7,172.41,151.77,37.607,91.723,18.323
7,121.75,239,20.5,50,18.23
7,271.64,395.85,48.791,119,18.064
7,321.75,155,20.5,50,17.889
7,621.75,111,20.5,50,17.406
7,225.75,155,20.5,50,17.209
7,485.75,119,20.5,50,17.189
7,587.5,206,41,100,16.626
7,621.75,135,20.5,50,15.973
7,611.92,288.39,31.573,77.006,14.913
7,429.89,27.429,37.607,91.723,14.522
7,563.86,347.43,28.8,70.245,14.412
7,-5.3731,16.593,48.791,119,14.343
7,144.23,29.301,31.573,77.006,14.186
7,101.75,163,20.5,50,14.14
7,429.75,95,20.5,50,13.91
7,337.74,148.69,26.476,64.575,13.374
7,159.73,99.556,22.448,54.752,13.366
7,296,141.04,24.296,59.259,13.119
7,78.033,206.37,53.672,130.91,12.836
7,269.75,51,20.5,50,12.673
7,125.77,103.33,31.573,77.006,12.436
7,408.85,128,31.573,77.006,12.297
7,153.75,403,20.5,50,10.808
7,225.75,187,20.5,50,10.508
7,150.81,180.07,44.392,108.27,10.496
7,589.32,309.61,22.448,54.752,10.398
7,261.75,87,20.5,50,10.349
7,272.3,164.74,24.296,59.259,9.9986
7,35.5,302,41,100,9.6621
7,525.75,87,20.5,50,9.5072
7,326.9,56.686,37.607,91.723,9.3038
7,581.15,53.976,31.573,77.006,8.9416
7,165.75,115,20.5,50,8.2128
7,291.23,217.71,22.448,54.752,6.8475
7,466.58,235.21,22.448,54.752,6.5066
7,128.28,276.11,37.607,91.723,5.9383
7,81.75,39,20.5,50,5.7562
7,525.75,31,20.5,50,5.138
8,157.89,213.89,34.526,84.211,60.269
8,602.53,207.16,34.526,84.211,53.663
8,495.11,197.93,24.296,59.259,48.964
8,32.644,422.4,37.607,91.723,47.567
8,518.95,218.02,28.8,70.245,46.292
8,513.46,183.52,31.573,77.006,46.113
8,587.31,208.19,31.573,77.006,46.003
8,12.432,405.69,44.392,108.27,45.899
8,467.5,174,41,100,45.195
8,497.26,230.84,22.448,54.752,43.325
8,549.35,164.2,26.476,64.575,41.052
8,586.32,184.26,28.8,70.245,40.889
8,55.686,359.02,64.172,156.52,39.893
8,267.5,174,41,100,39.561
8,-10,83.862,90.827,221.53,39.541
8,33.191,64,69.464,169.42,38.35
8,283.5,206,41,100,36.91
8,147.46,149.33,48.791,119,36.53
8,316.54,90.988,31.573,77.006,36.034
8,168.85,232.87,31.573,77.006,35.726
